logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Protein.Ids	Genes	Protein.Names	First.Protein.Description	EnsemblGeneID
0.5285086505667279	0.4548757958100391	0.6021415053234167	11.771051293328998	14.15232776144719	4.4286121598051405e-32	3.658033643999046e-30	62.2275838618749	Q99L04	Dhrs1	DHRS1_MOUSE	Dehydrogenase/reductase SDR family member 1	ENSMUSG00000002332
0.6220263961089418	0.5348184466980545	0.7092343455198292	13.408175798308811	14.06371822025111	8.348801633832569e-32	6.567723951948289e-30	61.59799408597494	P24549	Aldh1a1	AL1A1_MOUSE	Aldehyde dehydrogenase 1A1	ENSMUSG00000053279
0.2349900266302076	0.2020268947156548	0.2679531585447604	15.507280567773552	14.05621457919762	8.809308826963715e-32	6.614990082792754e-30	61.544679780427764	P35700	Prdx1	PRDX1_MOUSE	Peroxiredoxin-1	ENSMUSG00000028691
0.5207457660898721	0.44728535519780577	0.5942061769819384	14.431350297448054	13.977188132144613	1.5506511970401933e-31	1.1137720771784344e-29	60.983200698705865	P56395	Cyb5a	CYB5_MOUSE	Cytochrome b5	ENSMUSG00000024646
0.24885909505645323	0.2135685309306109	0.28414965918229557	14.278388383654983	13.904082410586579	2.6162376579556276e-31	1.8008435878927901e-29	60.46382131347654	P24456	Cyp2d10	CP2DA_MOUSE	Cytochrome P450 2D10	ENSMUSG00000094806
-0.21904138160788506	-0.25011774494196176	-0.18796501827380832	16.681334409363195	-13.897714829887255	2.7381839567142313e-31	1.809391958596764e-29	60.41858486714798	Q03265	Atp5f1a	ATPA_MOUSE	ATP synthase subunit alpha, mitochondrial	ENSMUSG00000025428
0.42623728412912537	0.3650080344110595	0.48746653384719124	15.034426575297958	13.725871050635039	9.36170369233591e-31	5.948282499899586e-29	59.19794613153643	Q63886	Ugt1a1	UD11_MOUSE	UDP-glucuronosyltransferase 1A1	ENSMUSG00000089960
0.3703587329615538	0.3168192932804071	0.4238981726427005	13.486984001066357	13.639428837922184	1.7372231504970443e-30	1.0629232017115249e-28	58.584093315328595	Q8R084	Ugt2b1	Q8R084_MOUSE	UDP-glucuronosyltransferase	ENSMUSG00000035836
0.2548799197429726	0.21797973377658997	0.2917801057093552	13.849242729959562	13.6192904901593	2.00632052733109e-30	1.1837291111253432e-28	58.44110423137946	P51660	Hsd17b4	DHB4_MOUSE	Peroxisomal multifunctional enzyme type 2	ENSMUSG00000024507
0.8814470742315604	0.7512805045516115	1.0116136439115093	11.27363759770337	13.353960685624402	2.0351888976986735e-29	1.1593558824131754e-27	56.14966997367221	P52430	Pon1	PON1_MOUSE	Serum paraoxonase/arylesterase 1	ENSMUSG00000002588
-0.5546849444460082	-0.6365952184646723	-0.4727746704273442	10.517997173234608	-13.35514524729464	2.3973341671989853e-29	1.3201320147375746e-27	56.004376691209096	Q9Z2V4	Pck1	PCKGC_MOUSE	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	ENSMUSG00000027513
-0.4221422434065127	-0.48548089105680653	-0.35880359575621884	13.561621716484266	-13.141273186450817	6.106036651855053e-29	3.253926628665983e-27	55.050134034466176	P52760	Rida	RIDA_MOUSE	2-iminobutanoate/2-iminopropanoate deaminase	ENSMUSG00000022323
0.3310073435026008	0.2812388513235803	0.3807758356816213	12.769622054791617	13.113860573881993	7.425588969590535e-29	3.833460305551114e-27	54.855906091992246	Q9D379	Ephx1	HYEP_MOUSE	Epoxide hydrolase 1	ENSMUSG00000038776
-0.25767507324977723	-0.2967091422785911	-0.2186410042209634	13.89407141180996	-13.015953809769695	1.4931689759178977e-28	7.474894388534445e-27	54.16246167981867	Q9DB20	Atp5po	ATPO_MOUSE	ATP synthase subunit O, mitochondrial	ENSMUSG00000022956
-0.2510847730160388	-0.2891938446527378	-0.21297570137933985	12.480180107244845	-12.99090548209318	1.7852406259202366e-28	8.674169158883031e-27	53.98512036873328	Q9DB77	Uqcrc2	QCR2_MOUSE	Cytochrome b-c1 complex subunit 2, mitochondrial	ENSMUSG00000030884
1.1577864571509273	0.9922213057501749	1.3233516085516799	13.057812461456868	13.821406500856613	3.0826117909499947e-28	1.4549927653283975e-26	53.604749917235296	Q05421	Cyp2e1	CP2E1_MOUSE	Cytochrome P450 2E1	ENSMUSG00000025479
1.5085055380062085	1.2936108984040315	1.7234001776083854	12.264070444164178	13.880334808750664	5.921598901569057e-28	2.7173559403866895e-26	52.97781526307811	P47740	Aldh3a2	AL3A2_MOUSE	Aldehyde dehydrogenase family 3 member A2	ENSMUSG00000010025
-0.2762700910679697	-0.3191785721188022	-0.23336161001713718	13.472905554556391	-12.695159051762007	1.4682097191796103e-27	6.555357989418152e-26	51.89365912017993	Q91VR2	Atp5f1c	ATPG_MOUSE	ATP synthase subunit gamma, mitochondrial	ENSMUSG00000025781
-0.574508127920349	-0.6648521138047497	-0.48416414203594826	11.18506683682611	-12.539213874956802	5.1217355340085084e-27	2.2266071321531725e-25	50.66336631278473	O35423-2	Agxt	SPYA_MOUSE	Isoform Peroxisomal of Serine--pyruvate aminotransferase, mitochondrial	NA
0.47283457149232155	0.3974555032600442	0.5482136397245989	15.421341871507748	12.368182195952393	1.499502170546658e-26	6.351737399341229e-25	49.58756302340755	P10649	Gstm1	GSTM1_MOUSE	Glutathione S-transferase Mu 1	ENSMUSG00000058135
0.3903096214488113	0.327296620336173	0.4533226225614496	16.65623187502279	12.213116766225516	4.5018184521699744e-26	1.859251020746199e-24	48.49668053747082	P30115	Gsta3	GSTA3_MOUSE	Glutathione S-transferase A3	ENSMUSG00000025934
0.6295166577680683	0.5277227555598383	0.7313105599762983	10.328910209707562	12.199055624959405	1.2864966247647664e-25	5.183640058808278e-24	47.491402934716874	Q8BJL9	Ugt2b35	Q8BJL9_MOUSE	UDP-glucuronosyltransferase	ENSMUSG00000035811
0.4178081684807877	0.3493463472617997	0.48626998969977575	9.882234559987841	12.035257132640655	2.3198678611261604e-25	9.124813587096231e-24	46.88579119431212	Q64521	Gpd2	GPDM_MOUSE	Glycerol-3-phosphate dehydrogenase, mitochondrial	ENSMUSG00000026827
0.43511296915617215	0.36261185019558817	0.5076140881167561	10.153132865322984	11.833620908874884	6.981377792825062e-25	2.6821479334295354e-23	45.78004962370275	Q9WU79	Prodh	PROD_MOUSE	Proline dehydrogenase 1, mitochondrial	ENSMUSG00000003526
-0.28359601748453794	-0.3309862907863141	-0.2362057441827618	12.914931644110569	-11.799356716365358	8.374787857786679e-25	3.1443521684235443e-23	45.59640071730859	Q9DCX2	Atp5pd	ATP5H_MOUSE	ATP synthase subunit d, mitochondrial	ENSMUSG00000034566
0.49185011151000485	0.4088180185773807	0.574882204442629	12.715935674878802	11.679767710436359	1.943439952484041e-24	7.134584003341412e-23	44.76138027911172	Q8K154	Ugt2b34	Q8K154_MOUSE	UDP-glucuronosyltransferase	ENSMUSG00000029260
0.7222433172258413	0.6045648442802162	0.8399217901714665	10.69454102083668	12.12269754281654	2.7713928260053615e-24	9.952915105567081e-23	44.54392141551622	E9PXC3	Cyp2c69	E9PXC3_MOUSE	Cytochrome P450, family 2, subfamily c, polypeptide 69	ENSMUSG00000092008
0.25914871528531247	0.2145979540115907	0.30369947655903423	14.357403410139343	11.469417107616456	8.5106424673503e-24	2.991400288523978e-22	43.29664347178351	Q9R0H0-2	Acox1	ACOX1_MOUSE	Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1	NA
0.542076583708243	0.44868183247036053	0.6354713349461254	10.780986334723938	11.446298635675877	1.3927477991828268e-23	4.793373675520895e-22	42.8225743206214	Q9WUR2-2	Eci2	ECI2_MOUSE	Isoform 2 of Enoyl-CoA delta isomerase 2	NA
1.0366088109238007	0.8652151158428709	1.2080025060047306	11.284281870749886	11.954686884507508	2.644308173068623e-23	8.915096126345644e-22	42.357091491803914	P58710	Gulo	GGLO_MOUSE	L-gulonolactone oxidase	ENSMUSG00000034450
1.1259819892911913	0.9449070546641554	1.3070569239182273	12.97631753618617	12.31203986592941	5.1584007480199704e-23	1.704335607145798e-21	41.7838763217125	Q64458	Cyp2c29	CP2CT_MOUSE	Cytochrome P450 2C29	ENSMUSG00000003053
-0.22170961905060724	-0.26127044519220566	-0.18214879290900882	13.697888659103624	-11.050109961725575	1.58964106233658e-22	5.149190264666726e-21	40.39412279518552	Q9CQQ7	Atp5pb	AT5F1_MOUSE	ATP synthase F(0) complex subunit B1, mitochondrial	ENSMUSG00000000563
-0.21141685120443043	-0.24922474959722218	-0.17360895281163868	12.388798848285054	-11.025657043169387	1.8841433208627652e-22	5.9054811199236254e-21	40.225636510200104	Q8K2B3	Sdha	SDHA_MOUSE	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	ENSMUSG00000021577
0.3341878436360387	0.2744203553705391	0.3939553319015383	13.36665729491127	11.024859395219945	1.8946156135348193e-22	5.9054811199236254e-21	40.220142074725004	Q9DBG1	Cyp27a1	CP27A_MOUSE	Sterol 26-hydroxylase, mitochondrial	ENSMUSG00000026170
0.27747120586922597	0.227456802314885	0.3274856094235669	13.546182451648844	10.938814154808412	3.443096013718814e-22	1.0533323360487927e-20	39.6280187145046	Q9DBM2	Ehhadh	ECHP_MOUSE	Peroxisomal bifunctional enzyme	ENSMUSG00000022853
0.7869355668911054	0.6468568168955282	0.9270143168866827	10.211913378666233	11.086156267280945	4.780201123799088e-22	1.435798592093835e-20	39.36821197056103	Q9JJL3-2	Slco1b2	SO1B2_MOUSE	Isoform 2 of Solute carrier organic anion transporter family member 1B2	NA
-0.8188564074880724	-0.9648473536055897	-0.6728654613705551	11.486768491799284	-11.077230617407947	1.6054232634382334e-21	4.7359986271427883e-20	38.300928628729466	Q99JR1	Sfxn1	SFXN1_MOUSE	Sideroflexin-1	ENSMUSG00000021474
0.4278941208654791	0.3486445316666273	0.5071437100643309	14.024398563821974	10.646006233903453	2.6059689162720438e-21	7.552737981897222e-20	37.62214542741851	P70694	Akr1c6	DHB5_MOUSE	Estradiol 17 beta-dehydrogenase 5	ENSMUSG00000021210
-0.27095689821514013	-0.3216335719190943	-0.22028022451118592	15.962833193534	-10.542400901473272	5.314916437764564e-21	1.5070979619523114e-19	36.9159866196424	P25688	Uox	URIC_MOUSE	Uricase	ENSMUSG00000028186
0.35786138269781304	0.29091941197540655	0.4248033534202195	12.732901261744722	10.5405617893935	5.382492721258255e-21	1.5070979619523114e-19	36.90346930924612	K9J7B2	Ugt1a6b	K9J7B2_MOUSE	UDP-glucuronosyltransferase	ENSMUSG00000090145
-0.19946357995745054	-0.23679381671549973	-0.16213334319940134	12.13494100458265	-10.535381860868391	5.5774592626056606e-21	1.5356604503040919e-19	36.86821721752809	Q9Z2I8	Suclg2	SUCB2_MOUSE	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	ENSMUSG00000061838
-0.29976102010202776	-0.355923464589375	-0.24359857561468054	12.622729836723051	-10.523896591910564	6.035207663085724e-21	1.634452960560265e-19	36.790071885251294	P97450	Atp5pf	ATP5J_MOUSE	ATP synthase-coupling factor 6, mitochondrial	ENSMUSG00000022890
0.7736208977440177	0.6253556371215151	0.9218861583665202	10.820152421239909	10.290992757478774	4.289652739579338e-20	1.1429848912556558e-18	34.87008232306687	Q64374	Rgn	RGN_MOUSE	Regucalcin	ENSMUSG00000023070
0.2322507168041312	0.18699915682305582	0.27750227678520656	13.378978750875572	10.119776568344673	9.530421929707608e-20	2.4990884171233282e-18	34.05695446717423	Q9CZU6	Cs	CISY_MOUSE	Citrate synthase, mitochondrial	ENSMUSG00000005683
-0.2742158258360097	-0.32777536056424733	-0.22065629110777202	12.315100840959465	-10.094925921744405	1.1280938632805592e-19	2.9118922845929433e-18	33.88998934203899	Q8VC30	Tkfc	TKFC_MOUSE	Triokinase/FMN cyclase	ENSMUSG00000034371
1.132030913920739	0.9196809709326155	1.3443808569088624	12.455692209411502	10.54039878514142	1.8998499397822085e-19	4.828541693108013e-18	33.5915990850426	Q91X77	Cyp2c50	CY250_MOUSE	Cytochrome P450 2C50	ENSMUSG00000054827
0.7804914296262572	0.6390348055352428	0.9219480537172715	9.682110964948714	10.934662475936776	2.8446404314632183e-19	7.0139492429511e-18	33.32125293418856	Q6XVG2	Cyp2c54	CP254_MOUSE	Cytochrome P450 2C54	ENSMUSG00000067225
0.29575021951467395	0.23726381988637157	0.35423661914297633	11.060448124152353	9.970515307944094	2.6188951112199987e-19	6.555173823841573e-18	33.056152583694875	P55096	Abcd3	ABCD3_MOUSE	ATP-binding cassette sub-family D member 3	ENSMUSG00000028127
0.4204468456437987	0.3371043165019597	0.5037893747856377	11.863096437208682	9.946993619625074	3.06979467931116e-19	7.457795309150053e-18	32.89889414428721	Q922Q1	Mtarc2	MARC2_MOUSE	Mitochondrial amidoxime reducing component 2	ENSMUSG00000073481
-0.20984840782041794	-0.25175213375586963	-0.16794468188496625	13.395414231188667	-9.874166683046614	5.016250668722039e-19	1.2009921890911315e-17	32.412804243900695	Q9CZ13	Uqcrc1	QCR1_MOUSE	Cytochrome b-c1 complex subunit 1, mitochondrial	ENSMUSG00000025651
0.7388313059211155	0.5929155618986125	0.8847470499436184	9.95730013522706	9.99211018449652	6.124980678756753e-19	1.4454954401865938e-17	32.273419139524485	P19639	Gstm3	GSTM3_MOUSE	Glutathione S-transferase Mu 3	ENSMUSG00000004038
-0.2076912454011802	-0.2494360112470051	-0.1659464795553553	11.922908481929268	-9.809877349811886	7.730632586237802e-19	1.7987331031640633e-17	31.9847317314606	Q99PL5	Rrbp1	RRBP1_MOUSE	Ribosome-binding protein 1	ENSMUSG00000027422
-0.17582859287718264	-0.2121280183452772	-0.13952916740908808	12.352963539105245	-9.550743149648298	4.375695903604234e-18	1.0039791156603048e-16	30.26951884764958	Q91VD9	Ndufs1	NDUS1_MOUSE	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	ENSMUSG00000025968
0.9785375384497853	0.7895166275494675	1.167558449350103	11.111075207368135	10.263869026856128	1.445366652662794e-17	3.1570447605932144e-16	29.46678199514146	P56654	Cyp2c37	CP237_MOUSE	Cytochrome P450 2C37	ENSMUSG00000042248
-0.4421218498314742	-0.527919862469652	-0.3563238371932964	13.115612990790193	-10.214451294966603	1.5417512161569702e-17	3.307757154664045e-16	29.386145752558157	Q8R105	Vps37c	VP37C_MOUSE	Vacuolar protein sorting-associated protein 37C	ENSMUSG00000048832
-0.35501282793904754	-0.42953701292010554	-0.28048864295798953	12.667745044145807	-9.392781663672304	1.2485641520001553e-17	2.800483309604117e-16	29.232432654633413	Q9DCY0	Keg1	KEG1_MOUSE	Glycine N-acyltransferase-like protein Keg1	ENSMUSG00000024694
0.3154274452773989	0.24920799800644766	0.38164689254835016	10.646978916455835	9.392070491200753	1.2544537827524498e-17	2.800483309604117e-16	29.227778615101457	O70475	Ugdh	UGDH_MOUSE	UDP-glucose 6-dehydrogenase	ENSMUSG00000029201
0.3766333814221894	0.29763450246650897	0.4556322603778698	10.878098718908182	9.402395109093414	1.452393473396394e-17	3.1570447605932144e-16	29.100358055275592	Q8C7E7	Stbd1	STBD1_MOUSE	Starch-binding domain-containing protein 1	ENSMUSG00000047963
0.2796673693998951	0.2206996127875162	0.338635126012274	14.426585762515913	9.351356376146331	1.6419672046586455e-17	3.477602336020618e-16	28.961568661019847	P49429	Hpd	HPPD_MOUSE	4-hydroxyphenylpyruvate dioxygenase	ENSMUSG00000029445
-0.5505024327573996	-0.6672493633844289	-0.4337555021303704	10.767312454363461	-9.301532744119083	3.498364819598077e-17	7.315567951868383e-16	28.27576226328047	Q9DCP2	Slc38a3	S38A3_MOUSE	Sodium-coupled neutral amino acid transporter 3	ENSMUSG00000010064
-0.19793184837256347	-0.2402445036059414	-0.15561919313918554	15.386774611014527	-9.223437671935157	3.8143957148443026e-17	7.876727151153485e-16	28.12816726958519	P19157	Gstp1	GSTP1_MOUSE	Glutathione S-transferase P 1	ENSMUSG00000060803
-0.23860898309355646	-0.2896880979306744	-0.1875298682564385	11.124143714051108	-9.210661959627304	4.1483864659305395e-17	8.4606598045892e-16	28.04518660145844	Q8BFR5	Tufm	EFTU_MOUSE	Elongation factor Tu, mitochondrial	ENSMUSG00000073838
-0.2882283223789097	-0.3510461778459531	-0.22541046691186634	13.003300324214216	-9.046924465823524	1.2114798988559005e-16	2.4406887718413994e-15	26.98588907471605	Q9QXF8	Gnmt	GNMT_MOUSE	Glycine N-methyltransferase	ENSMUSG00000002769
0.16803931745473027	0.13130136757616176	0.2047772673332988	13.70694038203886	9.018688935563194	1.4562672765818213e-16	2.8984982420640585e-15	26.804024408377884	P41216	Acsl1	ACSL1_MOUSE	Long-chain-fatty-acid--CoA ligase 1	ENSMUSG00000018796
-0.25046100557275824	-0.305371379332586	-0.19555063181293048	11.224242952894896	-8.993591063518997	1.7147446895609966e-16	3.3723312228032936e-15	26.642572144441864	Q9Z2I9	Sucla2	SUCB1_MOUSE	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	ENSMUSG00000022110
-0.2085171151362819	-0.2547877067257405	-0.1622465235468233	12.056480492289928	-8.88554502652685	3.4573899190586927e-16	6.719538995629365e-15	25.949734293139883	Q99LC3	Ndufa10	NDUAA_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	ENSMUSG00000026260
0.3173519365095697	0.2461902445146288	0.38851362850451066	14.299432510665383	8.79310589684475	6.281860342565626e-16	1.2067015448742341e-14	25.359884077509548	Q64442	Sord	DHSO_MOUSE	Sorbitol dehydrogenase	ENSMUSG00000027227
-0.8569413552059582	-1.0462877209364896	-0.6675949894754267	11.898138341280243	-8.93806476041392	9.216443141724241e-16	1.7500648356469476e-14	25.179386124551495	Q8VCR2-2	Hsd17b13	DHB13_MOUSE	Isoform 2 of 17-beta-hydroxysteroid dehydrogenase 13	NA
1.1703724972438838	0.9200980775723198	1.4206469169154479	11.385341775489637	9.27465361494055	3.0767629569555122e-15	5.585508137242314e-14	24.21123294089567	Q91X75	Cyp2a5	Q91X75_MOUSE	Cytochrome P450	ENSMUSG00000005547
-0.21256727980625614	-0.26129736515324	-0.16383719445927228	12.183924175496434	-8.600954680432888	2.1550137479514217e-15	4.045548535926987e-14	24.142669028110664	Q9CQA3	Sdhb	SDHB_MOUSE	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	ENSMUSG00000009863
-0.22838135329053857	-0.28097632969423597	-0.17578637688684118	11.468522463794567	-8.561774670102166	2.7667923377557973e-15	5.1356639797444685e-14	23.895993304723955	Q9WVD5	Slc25a15	ORNT1_MOUSE	Mitochondrial ornithine transporter 1	ENSMUSG00000031482
-0.17775860448502914	-0.21870432504343956	-0.13681288392661872	12.346856554936025	-8.559916540441748	2.7997421385775844e-15	5.139082236589077e-14	23.88430761977987	P97807-2	Fh	FUMH_MOUSE	Isoform Cytoplasmic of Fumarate hydratase, mitochondrial	NA
-0.18793077659795246	-0.23153626548295525	-0.14432528771294967	15.523043016068714	-8.497754199593697	4.1575274012728744e-15	7.465473116198682e-14	23.494057465330723	P16858	Gapdh	G3P_MOUSE	Glyceraldehyde-3-phosphate dehydrogenase	ENSMUSG00000057666
-0.12174099059956611	-0.15055794583651713	-0.09292403536261509	13.805686922424666	-8.329830336872886	1.2018940317394596e-14	2.1349773553049324e-13	22.446635829180742	P08113	Hsp90b1	ENPL_MOUSE	Endoplasmin	ENSMUSG00000020048
0.28437976403977583	0.21684614381886447	0.3519133842606872	10.694865915732805	8.302828639060587	1.4243056680666783e-14	2.503141450687396e-13	22.279158658113182	Q9D051	Pdhb	ODPB_MOUSE	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	ENSMUSG00000021748
-0.15624477473425283	-0.1934662415790076	-0.11902330788949805	13.102911436419294	-8.276742320452465	1.677777999813279e-14	2.9175676375700384e-13	22.11761245855568	Q8VEM8	Slc25a3	MPCP_MOUSE	Phosphate carrier protein, mitochondrial	ENSMUSG00000061904
1.1258074538079204	0.8793358512616756	1.3722790563541651	10.423254750592719	9.077609236868618	2.8904981113544096e-14	4.922786474182973e-13	22.079857777329096	P29758	Oat	OAT_MOUSE	Ornithine aminotransferase, mitochondrial	ENSMUSG00000030934
-0.23270478840223865	-0.288323969996541	-0.17708560680793634	12.63146302248295	-8.249509787088625	1.990120560223867e-14	3.4246657973852377e-13	21.949235445345202	Q06185	Atp5me	ATP5I_MOUSE	ATP synthase subunit e, mitochondrial	ENSMUSG00000050856
0.7950260957751488	0.6157744352881338	0.9742777562621638	9.169522951444028	8.797495337846856	3.74624836415205e-14	6.188802297579187e-13	21.713843258825467	O08966	Slc22a1	S22A1_MOUSE	Solute carrier family 22 member 1	ENSMUSG00000023829
-0.4644189654070836	-0.576134682454161	-0.3527032483600062	9.326190488608235	-8.19776636302966	2.974851616226634e-14	5.014749867353469e-13	21.570485919164263	Q9R112	Sqor	SQOR_MOUSE	Sulfide:quinone oxidoreductase, mitochondrial	ENSMUSG00000005803
-0.1506193432773576	-0.1869824159081866	-0.11425627064652859	12.381728940088431	-8.167094723418286	3.3309148207566584e-14	5.558253822111111e-13	21.441351328469715	Q99KI0	Aco2	ACON_MOUSE	Aconitate hydratase, mitochondrial	ENSMUSG00000022477
-0.21886652422809638	-0.2721559447623723	-0.16557710369382045	11.901201673074919	-8.098148933147531	5.115236261063293e-14	8.366703270570852e-13	21.018443869830364	Q9D3D9	Atp5f1d	ATPD_MOUSE	ATP synthase subunit delta, mitochondrial	ENSMUSG00000003072
0.21215934845411663	0.16038531048058213	0.26393338642765113	11.60820523975815	8.079743083274117	5.734193339283992e-14	9.287144506369759e-13	20.90585201619807	Q01853	Vcp	TERA_MOUSE	Transitional endoplasmic reticulum ATPase	ENSMUSG00000028452
-1.0026235013677327	-1.2446748882886964	-0.7605721144467689	13.573832076802976	-8.185566597257736	1.159030642456992e-13	1.8589501178048065e-12	20.52033754265829	P33267	Cyp2f2	CP2F2_MOUSE	Cytochrome P450 2F2	ENSMUSG00000052974
-0.2422934401929242	-0.30316071974629694	-0.18142616063955147	11.659651455337498	-7.848834671045815	2.3772573934314046e-13	3.776181936489116e-12	19.504657637114455	Q9DCT2	Ndufs3	NDUS3_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	ENSMUSG00000005510
0.1962809260258924	0.14692211806616987	0.24563973398561492	10.79258617824904	7.840808588526051	2.496793136238087e-13	3.928287867681256e-12	19.456338480399722	Q3UQ44	Iqgap2	IQGA2_MOUSE	Ras GTPase-activating-like protein IQGAP2	ENSMUSG00000021676
-0.23815496450293178	-0.29854321950114754	-0.17776670950471604	12.025954202555864	-7.775969978888484	3.7076631559677997e-13	5.7783580506215145e-12	19.06696276848224	O08573-2	Lgals9	LEG9_MOUSE	Isoform 2 of Galectin-9	NA
